Date,TotalVolume,region,longitude,latitude
1/11/15,185135.41,Grand Rapids,42.9632405,-85.6678639
1/11/15,3067638.32,GreatLakes,NaN,NaN 
1/11/15,178735.25,Harrisburg Scranton,41.4086874,-75.6621294
1/11/15,232640.15,Hartford Springfield,42.1184111,-72.8573671
1/11/15,1062071.65,Houston,29.7589382,-95.3676974
1/11/15,138617.04,Indianapolis,39.7683331,-86.1583502
1/11/15,99757.17,Jacksonville,30.3321838,-81.655651
1/11/15,274481.48,Las Vegas,36.1662859,-115.149225
1/11/15,2713699.6,Los Angeles,34.0536834,-118.2427669
1/11/15,75129.36,Louisville,38.2542376,-85.759407
1/11/15,342796.99,Miami Ft Lauderdale,26.0917308,-80.1359398
1/11/15,2335986.11,Midsouth,NaN,NaN 
1/11/15,149832.2,Nashville,36.1622296,-86.7743531
1/11/15,239232.35,New Orleans,29.9499323,-90.0701156
1/11/15,1018225.83,New York,40.7308619,-73.9871558
1/11/15,3056024.77,Northeast,NaN,NaN 
1/11/15,314717.03,Northern New England,NaN,NaN 
1/11/15,202034.59,Orlando,28.5421097,-81.3790388
1/11/15,315984.22,Philadelphia,39.9524152,-75.1635755
1/11/15,1110753.05,Phoenix Tucson,32.1706314,-110.8767957
1/11/15,54644.32,Pittsburgh,40.4416941,-79.9900861
1/11/15,1402841.83,Plains,NaN,NaN 
1/11/15,510152.67,Portland,45.5202471,-122.6741949
1/11/15,205760.67,Raleigh Greensboro,36.080299,-79.758384
1/11/15,194460.59,Richmond Norfolk,37.5675205,-77.4674126
1/11/15,113235.82,Roanoke,37.274532,-79.96020968
1/11/15,429492.28,Sacramento,38.5815719,-121.4943996
1/11/15,544667.18,San Diego,32.7174209,-117.1627714
1/11/15,916450.76,San Francisco,37.7647993,-122.4629897
1/11/15,527350.82,Seattle,47.6038321,-122.3300624
1/11/15,279706.73,South Carolina,33.6874388,-80.4363743
1/11/15,5409726.02,SouthCentral,NaN,NaN 
1/11/15,2433295.61,Southeast,NaN,NaN 
1/11/15,70697.07,Spokane,47.6579425,-117.4212265
1/11/15,164917.61,St Louis,38.6272733,-90.1978889
1/11/15,42017.49,Syracuse,43.0481221,-76.1474244
1/11/15,235231.08,Tampa,27.9477595,-82.458444
1/11/15,29063542.75,TotalUS,NaN,NaN 
1/11/15,5333097.71,West,NaN,NaN 
1/11/15,584896.99,West Texas New Mexico,26.2711968,-98.3266103
1/11/15,1182.56,Albany,42.6511674,-73.754968
1/11/15,3743.82,Atlanta,33.7490987,-84.3901849
1/11/15,26008.88,Baltimore Washington,39.2908816,-76.610759
1/11/15,2378.68,Boise,43.61656,-116.200835
1/11/15,2217.82,Boston,42.3602534,-71.0582912
1/11/15,2078.49,Buffalo Rochester,43.1519085,-77.659047
1/11/15,158110.68,California,36.7014631,-118.7559974
1/11/15,2390.22,Charlotte,35.2270869,-80.8431268
1/11/15,12915.74,Chicago,41.8755616,-87.6244212
1/11/15,11313.77,Cincinnati Dayton,39.1099604,-84.537681
1/11/15,4193.17,Columbus,39.9622601,-83.0007065
1/11/15,12126.63,Dallas Fort Worth,32.58958,-96.9697268
1/11/15,30682.77,Denver,39.7391428,-104.984696
1/11/15,6926.75,Detroit,42.3315509,-83.0466403
1/11/15,761.86,Grand Rapids,42.9632405,-85.6678639
1/11/15,58061.65,GreatLakes,NaN,NaN 
1/11/15,3882.88,Harrisburg Scranton,41.4086874,-75.6621294
1/11/15,3463.61,Hartford Springfield,42.1184111,-72.8573671
1/11/15,7561,Houston,29.7589382,-95.3676974
1/11/15,1410.31,Indianapolis,39.7683331,-86.1583502
1/11/15,1248.89,Jacksonville,30.3321838,-81.655651
1/11/15,6144.55,Las Vegas,36.1662859,-115.149225
1/11/15,60232.63,Los Angeles,34.0536834,-118.2427669
1/11/15,1435.48,Louisville,38.2542376,-85.759407
1/11/15,1614.56,Miami Ft Lauderdale,26.0917308,-80.1359398
1/11/15,65483.08,Midsouth,NaN,NaN 
1/11/15,2892.29,Nashville,36.1622296,-86.7743531
1/11/15,1492.44,New Orleans,29.9499323,-90.0701156
1/11/15,14817.97,New York,40.7308619,-73.9871558
1/11/15,50079.81,Northeast,NaN,NaN 
1/11/15,6485.3,Northern New England,NaN,NaN 
1/11/15,1610.6,Orlando,28.5421097,-81.3790388
1/11/15,6715.18,Philadelphia,39.9524152,-75.1635755
1/11/15,14035.18,Phoenix Tucson,32.1706314,-110.8767957
1/11/15,1663.25,Pittsburgh,40.4416941,-79.9900861
1/11/15,37617.95,Plains,NaN,NaN 
1/11/15,43116.44,Portland,45.5202471,-122.6741949
1/11/15,3862.72,Raleigh Greensboro,36.080299,-79.758384
1/11/15,2914.35,Richmond Norfolk,37.5675205,-77.4674126
1/11/15,5128.06,Roanoke,37.274532,-79.96020968
1/11/15,7598.26,Sacramento,38.5815719,-121.4943996
1/11/15,20089.52,San Diego,32.7174209,-117.1627714
1/11/15,29676.78,San Francisco,37.7647993,-122.4629897
1/11/15,46687.01,Seattle,47.6038321,-122.3300624
1/11/15,2304.3,South Carolina,33.6874388,-80.4363743
1/11/15,53328.53,SouthCentral,NaN,NaN 
1/11/15,23690.65,Southeast,NaN,NaN 
1/11/15,4780.87,Spokane,47.6579425,-117.4212265
1/11/15,3762.18,St Louis,38.6272733,-90.1978889
1/11/15,762.15,Syracuse,43.0481221,-76.1474244
1/11/15,1258.62,Tampa,27.9477595,-82.458444
1/11/15,669528.88,TotalUS,NaN,NaN 
1/11/15,223156.55,West,NaN,NaN 
1/11/15,6861.73,West Texas New Mexico,26.2711968,-98.3266103
1/18/15,44511.28,Albany,42.6511674,-73.754968
1/18/15,431490.99,Atlanta,33.7490987,-84.3901849
1/18/15,657741.34,Baltimore Washington,39.2908816,-76.610759
1/18/15,62870.49,Boise,43.61656,-116.200835
1/18/15,401331.33,Boston,42.3602534,-71.0582912
1/18/15,107040.29,Buffalo Rochester,43.1519085,-77.659047
1/18/15,5570915.26,California,36.7014631,-118.7559974
1/18/15,152671.15,Charlotte,35.2270869,-80.8431268
1/18/15,797741.43,Chicago,41.8755616,-87.6244212
1/18/15,175681.09,Cincinnati Dayton,39.1099604,-84.537681
1/18/15,116450.21,Columbus,39.9622601,-83.0007065
1/18/15,1091677.29,Dallas Fort Worth,32.58958,-96.9697268
1/18/15,808194.41,Denver,39.7391428,-104.984696
1/18/15,291788.43,Detroit,42.3315509,-83.0466403
1/18/15,150201.39,Grand Rapids,42.9632405,-85.6678639
1/18/15,3006207.02,GreatLakes,NaN,NaN 
1/18/15,182604.68,Harrisburg Scranton,41.4086874,-75.6621294
1/18/15,229216.05,Hartford Springfield,42.1184111,-72.8573671
1/18/15,1017854.16,Houston,29.7589382,-95.3676974
1/18/15,149319.82,Indianapolis,39.7683331,-86.1583502
1/18/15,99496.16,Jacksonville,30.3321838,-81.655651
1/18/15,233186.09,Las Vegas,36.1662859,-115.149225
1/18/15,2800679.5,Los Angeles,34.0536834,-118.2427669
1/18/15,85580.15,Louisville,38.2542376,-85.759407
1/18/15,405138.19,Miami Ft Lauderdale,26.0917308,-80.1359398
1/18/15,2330829.2,Midsouth,NaN,NaN 
1/18/15,143464.64,Nashville,36.1622296,-86.7743531
1/18/15,267666.12,New Orleans,29.9499323,-90.0701156
1/18/15,1044280.56,New York,40.7308619,-73.9871558
1/18/15,3066789.62,Northeast,NaN,NaN 
1/18/15,309202.71,Northern New England,NaN,NaN 
1/18/15,191078.37,Orlando,28.5421097,-81.3790388
1/18/15,331495.41,Philadelphia,39.9524152,-75.1635755
1/18/15,1088608.66,Phoenix Tucson,32.1706314,-110.8767957
1/18/15,59312.07,Pittsburgh,40.4416941,-79.9900861
1/18/15,1674945.55,Plains,NaN,NaN 
1/18/15,439617.61,Portland,45.5202471,-122.6741949
1/18/15,204504.99,Raleigh Greensboro,36.080299,-79.758384
1/18/15,179038.39,Richmond Norfolk,37.5675205,-77.4674126
1/18/15,112106.05,Roanoke,37.274532,-79.96020968
1/18/15,367047.36,Sacramento,38.5815719,-121.4943996
1/18/15,461063.73,San Diego,32.7174209,-117.1627714
1/18/15,753746.51,San Francisco,37.7647993,-122.4629897
1/18/15,463472.52,Seattle,47.6038321,-122.3300624
1/18/15,276205.95,South Carolina,33.6874388,-80.4363743
1/18/15,5322625.57,SouthCentral,NaN,NaN 
1/18/15,2595783.66,Southeast,NaN,NaN 
1/18/15,69600.14,Spokane,47.6579425,-117.4212265
1/18/15,170590.85,St Louis,38.6272733,-90.1978889
1/18/15,40391.55,Syracuse,43.0481221,-76.1474244
1/18/15,228920.62,Tampa,27.9477595,-82.458444
1/18/15,29043458.85,TotalUS,NaN,NaN 
1/18/15,5475363.01,West,NaN,NaN 
1/18/15,729795.72,West Texas New Mexico,26.2711968,-98.3266103
1/18/15,1118.47,Albany,42.6511674,-73.754968
1/18/15,4294.01,Atlanta,33.7490987,-84.3901849
1/18/15,14057.45,Baltimore Washington,39.2908816,-76.610759
1/18/15,2973.94,Boise,43.61656,-116.200835
1/18/15,2209.34,Boston,42.3602534,-71.0582912
1/18/15,1426.87,Buffalo Rochester,43.1519085,-77.659047
1/18/15,195207.6,California,36.7014631,-118.7559974
1/18/15,2697.81,Charlotte,35.2270869,-80.8431268
1/18/15,12499.87,Chicago,41.8755616,-87.6244212
1/18/15,10051.4,Cincinnati Dayton,39.1099604,-84.537681
1/18/15,4027.45,Columbus,39.9622601,-83.0007065
1/18/15,12634.71,Dallas Fort Worth,32.58958,-96.9697268
1/18/15,42234.91,Denver,39.7391428,-104.984696
1/18/15,7656.72,Detroit,42.3315509,-83.0466403
1/18/15,706.15,Grand Rapids,42.9632405,-85.6678639
1/18/15,57646.9,GreatLakes,NaN,NaN 
1/18/15,1355.5,Harrisburg Scranton,41.4086874,-75.6621294
1/18/15,2552.09,Hartford Springfield,42.1184111,-72.8573671
1/18/15,9979.64,Houston,29.7589382,-95.3676974
1/18/15,1083.8,Indianapolis,39.7683331,-86.1583502
1/18/15,1403.1,Jacksonville,30.3321838,-81.655651
1/18/15,6032.31,Las Vegas,36.1662859,-115.149225
1/18/15,43649.12,Los Angeles,34.0536834,-118.2427669
1/18/15,1106.86,Louisville,38.2542376,-85.759407
1/18/15,1459.37,Miami Ft Lauderdale,26.0917308,-80.1359398
1/18/15,52559.1,Midsouth,NaN,NaN 
1/18/15,3118.58,Nashville,36.1622296,-86.7743531
1/18/15,4739.17,New Orleans,29.9499323,-90.0701156
1/18/15,9204.78,New York,40.7308619,-73.9871558
1/18/15,35304.15,Northeast,NaN,NaN 
1/18/15,7618.91,Northern New England,NaN,NaN 
1/18/15,2151.76,Orlando,28.5421097,-81.3790388
1/18/15,1699,Philadelphia,39.9524152,-75.1635755
1/18/15,12251.87,Phoenix Tucson,32.1706314,-110.8767957
1/18/15,3448.42,Pittsburgh,40.4416941,-79.9900861
1/18/15,29669.53,Plains,NaN,NaN 
1/18/15,51904.44,Portland,45.5202471,-122.6741949
1/18/15,3496.27,Raleigh Greensboro,36.080299,-79.758384
1/18/15,3480.66,Richmond Norfolk,37.5675205,-77.4674126
1/18/15,5621.32,Roanoke,37.274532,-79.96020968
1/18/15,37233.34,Sacramento,38.5815719,-121.4943996
1/18/15,14473.73,San Diego,32.7174209,-117.1627714
1/18/15,41482.48,San Francisco,37.7647993,-122.4629897
1/18/15,44616.23,Seattle,47.6038321,-122.3300624
1/18/15,3024.32,South Carolina,33.6874388,-80.4363743
1/18/15,65242.77,SouthCentral,NaN,NaN 
1/18/15,25740,Southeast,NaN,NaN 
1/18/15,4363.13,Spokane,47.6579425,-117.4212265
1/18/15,2923.4,St Louis,38.6272733,-90.1978889
1/18/15,627.8,Syracuse,43.0481221,-76.1474244
1/18/15,1751.2,Tampa,27.9477595,-82.458444
1/18/15,713120,TotalUS,NaN,NaN 
1/18/15,251749.94,West,NaN,NaN 
1/18/15,5508.2,West Texas New Mexico,26.2711968,-98.3266103
1/25/15,45147.5,Albany,42.6511674,-73.754968
1/25/15,449332.85,Atlanta,33.7490987,-84.3901849
1/25/15,692934.46,Baltimore Washington,39.2908816,-76.610759
1/25/15,66069.21,Boise,43.61656,-116.200835
1/25/15,409343.56,Boston,42.3602534,-71.0582912
1/25/15,114052.94,Buffalo Rochester,43.1519085,-77.659047
1/25/15,4929884.26,California,36.7014631,-118.7559974
1/25/15,167270.13,Charlotte,35.2270869,-80.8431268
1/25/15,745439.17,Chicago,41.8755616,-87.6244212
1/25/15,213554.45,Cincinnati Dayton,39.1099604,-84.537681
1/25/15,116995.68,Columbus,39.9622601,-83.0007065
1/25/15,1008295.47,Dallas Fort Worth,32.58958,-96.9697268
1/25/15,695658.81,Denver,39.7391428,-104.984696
1/25/15,277325.29,Detroit,42.3315509,-83.0466403
1/25/15,144301.73,Grand Rapids,42.9632405,-85.6678639
1/25/15,2928692.32,GreatLakes,NaN,NaN 
1/25/15,206074.14,Harrisburg Scranton,41.4086874,-75.6621294
1/25/15,241174.11,Hartford Springfield,42.1184111,-72.8573671
1/25/15,983910.94,Houston,29.7589382,-95.3676974
1/25/15,149473.79,Indianapolis,39.7683331,-86.1583502
1/25/15,109940.55,Jacksonville,30.3321838,-81.655651
1/25/15,249509.99,Las Vegas,36.1662859,-115.149225
1/25/15,2329987.29,Los Angeles,34.0536834,-118.2427669
1/25/15,86635.35,Louisville,38.2542376,-85.759407
1/25/15,398055.71,Miami Ft Lauderdale,26.0917308,-80.1359398
1/25/15,2480820.72,Midsouth,NaN,NaN 
1/25/15,140855.47,Nashville,36.1622296,-86.7743531
1/25/15,271448.06,New Orleans,29.9499323,-90.0701156
1/25/15,1102868.27,New York,40.7308619,-73.9871558
1/25/15,3238501.89,Northeast,NaN,NaN 
1/25/15,290611.31,Northern New England,NaN,NaN 
1/25/15,211991.09,Orlando,28.5421097,-81.3790388
1/25/15,355645.73,Philadelphia,39.9524152,-75.1635755
1/25/15,1233503.27,Phoenix Tucson,32.1706314,-110.8767957
1/25/15,98722.79,Pittsburgh,40.4416941,-79.9900861
1/25/15,1510836.96,Plains,NaN,NaN 
1/25/15,432770.06,Portland,45.5202471,-122.6741949
1/25/15,233277.19,Raleigh Greensboro,36.080299,-79.758384
1/25/15,194086.08,Richmond Norfolk,37.5675205,-77.4674126
1/25/15,123070.18,Roanoke,37.274532,-79.96020968
1/25/15,360027.65,Sacramento,38.5815719,-121.4943996
1/25/15,406591.11,San Diego,32.7174209,-117.1627714
1/25/15,713523.24,San Francisco,37.7647993,-122.4629897
1/25/15,420124.11,Seattle,47.6038321,-122.3300624
1/25/15,311348.31,South Carolina,33.6874388,-80.4363743
1/25/15,5142259.93,SouthCentral,NaN,NaN 
1/25/15,2778000.82,Southeast,NaN,NaN 
1/25/15,64116.71,Spokane,47.6579425,-117.4212265
1/25/15,176820.49,St Louis,38.6272733,-90.1978889
1/25/15,44517.84,Syracuse,43.0481221,-76.1474244
1/25/15,260471.23,Tampa,27.9477595,-82.458444
1/25/15,28470310.84,TotalUS,NaN,NaN 
1/25/15,5461313.9,West,NaN,NaN 
1/25/15,720800.61,West Texas New Mexico,26.2711968,-98.3266103
1/25/15,1115.89,Albany,42.6511674,-73.754968
1/25/15,3047.38,Atlanta,33.7490987,-84.3901849
1/25/15,15387.74,Baltimore Washington,39.2908816,-76.610759
1/25/15,1174.53,Boise,43.61656,-116.200835
1/25/15,1948.28,Boston,42.3602534,-71.0582912
1/25/15,1480.91,Buffalo Rochester,43.1519085,-77.659047
1/25/15,121698.02,California,36.7014631,-118.7559974
1/25/15,2694.11,Charlotte,35.2270869,-80.8431268
1/25/15,10951.51,Chicago,41.8755616,-87.6244212
1/25/15,10191.82,Cincinnati Dayton,39.1099604,-84.537681
1/25/15,4847.86,Columbus,39.9622601,-83.0007065
1/25/15,11247.71,Dallas Fort Worth,32.58958,-96.9697268
1/25/15,22502.5,Denver,39.7391428,-104.984696
1/25/15,8703.74,Detroit,42.3315509,-83.0466403
1/25/15,711.52,Grand Rapids,42.9632405,-85.6678639
1/25/15,59906.52,GreatLakes,NaN,NaN 
1/25/15,2171.91,Harrisburg Scranton,41.4086874,-75.6621294
1/25/15,1920.19,Hartford Springfield,42.1184111,-72.8573671
1/25/15,11398.91,Houston,29.7589382,-95.3676974
1/25/15,1221.24,Indianapolis,39.7683331,-86.1583502
1/25/15,1140.32,Jacksonville,30.3321838,-81.655651
1/25/15,5758.68,Las Vegas,36.1662859,-115.149225
1/25/15,38078.07,Los Angeles,34.0536834,-118.2427669
1/25/15,1201.46,Louisville,38.2542376,-85.759407
1/25/15,1648.84,Miami Ft Lauderdale,26.0917308,-80.1359398
1/25/15,54932.83,Midsouth,NaN,NaN 
1/25/15,4448.88,Nashville,36.1622296,-86.7743531
1/25/15,1278.14,New Orleans,29.9499323,-90.0701156
1/25/15,14337.32,New York,40.7308619,-73.9871558
1/25/15,40358.44,Northeast,NaN,NaN 
1/25/15,6757.39,Northern New England,NaN,NaN 
1/25/15,1925.46,Orlando,28.5421097,-81.3790388
1/25/15,2888.62,Philadelphia,39.9524152,-75.1635755
1/25/15,10849.4,Phoenix Tucson,32.1706314,-110.8767957
1/25/15,1441.14,Pittsburgh,40.4416941,-79.9900861
1/25/15,30207.8,Plains,NaN,NaN 
1/25/15,30862.91,Portland,45.5202471,-122.6741949
1/25/15,3359.58,Raleigh Greensboro,36.080299,-79.758384
1/25/15,3860.33,Richmond Norfolk,37.5675205,-77.4674126
1/25/15,5411.77,Roanoke,37.274532,-79.96020968
1/25/15,9707.59,Sacramento,38.5815719,-121.4943996
1/25/15,11132.08,San Diego,32.7174209,-117.1627714
1/25/15,27146.81,San Francisco,37.7647993,-122.4629897
1/25/15,29354.75,Seattle,47.6038321,-122.3300624
1/25/15,2865.92,South Carolina,33.6874388,-80.4363743
1/25/15,58961.59,SouthCentral,NaN,NaN 
1/25/15,23809.3,Southeast,NaN,NaN 
1/25/15,3313.55,Spokane,47.6579425,-117.4212265
1/25/15,4131.86,St Louis,38.6272733,-90.1978889
1/25/15,845.05,Syracuse,43.0481221,-76.1474244
1/25/15,1460.04,Tampa,27.9477595,-82.458444
1/25/15,556368.86,TotalUS,NaN,NaN 
1/25/15,166494.38,West,NaN,NaN 
1/25/15,7324.06,West Texas New Mexico,26.2711968,-98.3266103
2/1/15,70873.6,Albany,42.6511674,-73.754968
2/1/15,636771.37,Atlanta,33.7490987,-84.3901849
2/1/15,1007418.76,Baltimore Washington,39.2908816,-76.610759
2/1/15,113578.24,Boise,43.61656,-116.200835
2/1/15,490022.14,Boston,42.3602534,-71.0582912
2/1/15,153920.35,Buffalo Rochester,43.1519085,-77.659047
2/1/15,9032180.67,California,36.7014631,-118.7559974
2/1/15,254009.7,Charlotte,35.2270869,-80.8431268
2/1/15,1133491.66,Chicago,41.8755616,-87.6244212
2/1/15,300905.18,Cincinnati Dayton,39.1099604,-84.537681
2/1/15,216653.06,Columbus,39.9622601,-83.0007065
2/1/15,1391089.32,Dallas Fort Worth,32.58958,-96.9697268
2/1/15,990211.57,Denver,39.7391428,-104.984696
2/1/15,539750.77,Detroit,42.3315509,-83.0466403
2/1/15,309471.69,Grand Rapids,42.9632405,-85.6678639
2/1/15,4874124.41,GreatLakes,NaN,NaN 
2/1/15,283137.88,Harrisburg Scranton,41.4086874,-75.6621294
2/1/15,297969.31,Hartford Springfield,42.1184111,-72.8573671
2/1/15,1280364.01,Houston,29.7589382,-95.3676974
2/1/15,245352.56,Indianapolis,39.7683331,-86.1583502
2/1/15,237910.63,Jacksonville,30.3321838,-81.655651
2/1/15,370223.11,Las Vegas,36.1662859,-115.149225
2/1/15,4031949.04,Los Angeles,34.0536834,-118.2427669
2/1/15,125504.98,Louisville,38.2542376,-85.759407
2/1/15,753300.79,Miami Ft Lauderdale,26.0917308,-80.1359398
2/1/15,3668037.65,Midsouth,NaN,NaN 
2/1/15,221471.45,Nashville,36.1622296,-86.7743531
2/1/15,367711.87,New Orleans,29.9499323,-90.0701156
2/1/15,1433763.11,New York,40.7308619,-73.9871558
2/1/15,4298883.17,Northeast,NaN,NaN 
2/1/15,412752.74,Northern New England,NaN,NaN 
2/1/15,489224.51,Orlando,28.5421097,-81.3790388
2/1/15,569304.8,Philadelphia,39.9524152,-75.1635755
2/1/15,1544750.92,Phoenix Tucson,32.1706314,-110.8767957
2/1/15,112065.73,Pittsburgh,40.4416941,-79.9900861
2/1/15,2561325.42,Plains,NaN,NaN 
2/1/15,776237.93,Portland,45.5202471,-122.6741949
2/1/15,344288.82,Raleigh Greensboro,36.080299,-79.758384
2/1/15,308461.1,Richmond Norfolk,37.5675205,-77.4674126
2/1/15,168217.72,Roanoke,37.274532,-79.96020968
2/1/15,771974.9,Sacramento,38.5815719,-121.4943996
2/1/15,692276.13,San Diego,32.7174209,-117.1627714
2/1/15,1352027.64,San Francisco,37.7647993,-122.4629897
2/1/15,933148.31,Seattle,47.6038321,-122.3300624
